timestamp,left_elevon_ted_cdeg,right_elevon_ted_cdeg,lower_rudder_tel_cdeg,upper_rudder_tel_cdeg,left_tvc_upper_cdeg,left_tvc_lower_cdeg,right_tvc_upper_cdeg,right_tvc_lower_cdeg,left_engine_prct_thrust,right_engine_prct_thrust
3330444,-236.38037,285.59897,0,0,-850.0967,-277.62488,-14.092041,-241.62021,19.386562,19.386562
3330446,-241.92754,288.9739,0,0,-848.28687,-288.0641,-5.34243,-245.11969,19.354559,19.354559
3330448,-247.77417,290.43536,0,0,-853.51715,-291.92902,-4.888382,-243.30023,19.328264,19.328264
3330450,-245.52634,284.09668,0,0,-846.49097,-295.45837,-4.540924,-253.50833,19.29712,19.29712
3330452,-251.77634,288.29166,0,0,-846.9408,-304.73123,3.1334915,-254.65692,19.265213,19.265213
3330454,-256.2695,288.7246,0,0,-833.9653,-324.6965,19.940674,-270.79056,19.241718,19.241718
3330456,-254.05438,287.1496,0,0,-822.18646,-333.0294,28.771423,-282.0715,19.206236,19.206236
3330458,-256.24405,289.1705,0,0,-825.4914,-333.1308,28.741562,-278.89783,19.17149,19.17149
3330460,-256.21277,289.80527,0,0,-823.17944,-335.39404,31.522873,-280.69168,19.143602,19.143602
3330462,-251.12146,287.53302,0,0,-817.7924,-332.8609,31.18245,-283.88605,19.108847,19.108847
3330464,-256.39536,294.98987,0,0,-819.1679,-339.68964,39.70912,-280.8126,19.073742,19.073742
3330466,-259.78732,297.6675,0,0,-816.93463,-347.19962,46.663483,-283.60153,19.034508,19.034508
3330468,-255.2576,290.80255,0,0,-798.4627,-358.62494,56.27243,-303.8898,19.005768,19.005768
3330470,-253.9416,285.2795,0,0,-793.6556,-361.38483,55.759995,-311.96924,18.963789,18.963789
3330472,-259.3062,294.52948,0,0,-786.3959,-376.98996,74.38724,-316.20688,18.933973,18.933973
3330474,-252.86778,292.10416,0,0,-771.5989,-381.77106,82.28981,-327.8824,18.900023,18.900023
3330476,-250.15082,288.81265,0,0,-771.5321,-377.61124,77.68309,-328.39603,18.85779,18.85779
3330478,-248.90448,292.21494,0,0,-772.31903,-374.88544,78.573074,-323.99332,18.81902,18.81902
3330480,-249.2448,293.58865,0,0,-770.62036,-377.11356,81.604996,-324.8882,18.786234,18.786234
3330482,-253.17809,297.70087,0,0,-787.0913,-366.76138,71.39197,-308.2781,18.750685,18.750685
3330484,-254.41328,297.74033,0,0,-799.149,-356.62518,60.325745,-297.15048,18.708506,18.708506
3330486,-258.42426,299.1767,0,0,-793.16223,-368.85156,70.54953,-305.1398,18.68305,18.68305
3330488,-260.0844,296.51074,0,0,-784.9048,-379.69165,78.02467,-316.76224,18.645075,18.645075
3330490,-261.6841,297.41547,0,0,-774.6139,-392.471,90.26347,-327.5936,18.612352,18.612352
3330492,-272.77203,302.11566,0,0,-793.90173,-390.43195,83.25592,-313.27426,18.585646,18.585646
3330494,-269.00198,296.9826,0,0,-807.6321,-370.83682,62.60063,-300.6041,18.56842,18.56842
3330496,-266.7221,294.43866,0,0,-811.4418,-363.4804,55.038834,-296.9998,18.540915,18.540915
3330498,-262.6654,291.2027,0,0,-801.7353,-366.87616,59.072952,-306.06787,18.506084,18.506084
3330500,-263.08624,294.48813,0,0,-815.08496,-354.18115,48.60611,-290.49008,18.481356,18.481356
3330502,-261.17508,294.18143,0,0,-817.5515,-348.74158,44.414474,-286.7756,18.4476,18.4476
3330504,-257.9103,291.35684,0,0,-810.79333,-350.42096,46.436264,-293.19138,18.41944,18.41944
3330506,-253.11859,289.00165,0,0,-807.038,-346.7221,44.632584,-295.0515,18.39447,18.39447
3330508,-247.26286,287.834,0,0,-795.4207,-349.23004,50.786987,-303.02234,18.366104,18.366104
3330510,-240.0095,283.24365,0,0,-781.2633,-352.10385,55.7321,-315.1084,18.340298,18.340298
3330512,-235.65884,280.46774,0,0,-775.07336,-351.52576,56.378876,-320.07346,18.31338,18.31338
3330514,-234.10182,278.188,0,0,-780.81433,-343.36258,47.65358,-314.89465,18.284939,18.284939
3330516,-226.46336,275.25113,0,0,-777.86273,-334.43158,42.379578,-314.1893,18.253387,18.253387
3330518,-230.36696,279.78156,0,0,-767.3738,-350.9931,59.428635,-324.1907,18.227512,18.227512
3330520,-234.88818,282.71744,0,0,-770.25024,-355.15,62.352417,-322.5473,18.195337,18.195337
3330522,-235.27673,282.19342,0,0,-773.684,-352.32068,58.813293,-319.82333,18.171675,18.171675
3330524,-235.15979,281.75293,0,0,-773.6519,-352.17087,58.41182,-320.10712,18.139935,18.139935
3330526,-232.74197,279.54388,0,0,-768.32074,-353.74078,60.14412,-325.2759,18.118483,18.118483
3330528,-234.75739,273.05835,0,0,-772.78876,-352.40802,52.199203,-327.4201,18.091305,18.091305
3330530,-240.99219,272.56906,0,0,-780.25586,-354.64,49.201065,-325.18314,18.06497,18.06497
3330532,-244.62268,274.1317,0,0,-774.6508,-365.89276,58.845413,-332.3965,18.03877,18.03877
3330534,-249.90329,275.62106,0,0,-786.1113,-362.6469,52.65065,-323.88492,18.008911,18.008911
3330536,-251.48749,270.91415,0,0,-800.81714,-350.40558,35.515976,-314.07245,17.992432,17.992432
3330538,-250.15504,271.70343,0,0,-799.0053,-350.14462,36.90532,-314.23398,17.970036,17.970036
3330540,-254.3546,279.9185,0,0,-794.5902,-361.0927,50.976746,-315.5258,17.947687,17.947687
3330542,-251.43115,276.45163,0,0,-783.864,-367.27103,56.732407,-326.6746,17.977066,17.977066
3330544,-246.39705,276.40247,0,0,-784.1357,-359.16815,52.506912,-322.5256,17.958658,17.958658
3330546,-234.55418,269.15256,0,0,-778.3618,-346.51886,43.430084,-324.727,17.933352,17.933352
3330548,-228.23166,267.86493,0,0,-766.6544,-348.3907,49.218155,-332.5181,17.912708,17.912708
3330550,-223.7884,267.5637,0,0,-765.9692,-342.16388,46.213074,-329.98166,17.892727,17.892727
3330552,-227.65373,274.35272,0,0,-775.33813,-338.80798,45.131256,-318.3386,17.870356,17.870356
3330554,-230.70876,283.82687,0,0,-782.30164,-336.597,47.913177,-306.38217,17.851135,17.851135
3330556,-225.00233,285.3217,0,0,-775.50903,-334.51242,51.42987,-307.5735,17.834688,17.834688
3330558,-223.78706,290.921,0,0,-780.6507,-327.4803,49.69821,-297.13138,17.81531,17.81531
3330560,-230.93803,302.10788,0,0,-790.0592,-329.19604,54.553192,-284.58362,17.804777,17.804777
3330562,-232.33087,307.41876,0,0,-807.6892,-313.7328,42.13748,-263.9061,17.783188,17.783188
3330564,-230.42513,306.07092,0,0,-810.3877,-308.0697,36.908325,-260.7737,17.768053,17.768053
3330566,-222.50504,301.39844,0,0,-804.6273,-301.50925,32.873917,-264.008,17.749697,17.749697
3330568,-228.30571,306.84335,0,0,-819.22705,-295.93326,27.021202,-249.68497,17.738998,17.738998
3330570,-228.12352,305.13895,0,0,-823.9061,-290.97076,20.874733,-246.18991,17.721512,17.721512
3330572,-238.24146,313.03287,0,0,-847.18585,-283.43085,11.604935,-224.64008,17.70886,17.70886
3330574,-243.31645,307.42526,0,0,-840.1666,-298.3449,18.209854,-239.96838,17.699125,17.699125
3330576,-252.81783,310.3698,0,0,-843.0531,-310.23917,25.004128,-242.18198,17.688217,17.688217
3330578,-255.52333,302.18335,0,0,-839.7672,-317.73383,24.026794,-253.93982,17.67422,17.67422
3330580,-250.70174,292.04587,0,0,-824.0591,-325.94128,28.099457,-273.7827,17.658228,17.658228
3330582,-252.96266,286.45795,0,0,-827.72815,-325.78943,21.842636,-276.21866,17.63612,17.63612
3330584,-258.7342,282.01105,0,0,-827.76917,-334.72675,22.831902,-284.12564,17.612741,17.612741
3330586,-271.29767,290.9819,0,0,-839.9525,-342.08765,27.398376,-274.73676,17.59646,17.59646
3330588,-270.8545,291.17072,0,0,-833.86035,-347.49033,33.292633,-280.3373,17.580717,17.580717
3330590,-267.48877,291.5501,0,0,-822.98083,-353.13397,41.849304,-288.3038,17.523523,17.523523
3330592,-260.5411,290.40384,0,0,-811.6381,-353.6687,46.89647,-295.1341,17.500214,17.500214
3330594,-254.52156,294.16953,0,0,-799.6515,-356.29114,57.13002,-299.50964,17.481318,17.481318
3330596,-248.9993,304.08456,0,0,-785.5093,-361.8427,74.68901,-301.64444,17.459124,17.459124
3330598,-246.18817,310.71616,0,0,-789.50037,-353.47852,73.669525,-290.3086,17.431612,17.431612
3330600,-246.5645,312.22067,0,0,-779.9918,-363.5725,84.64102,-298.93964,17.407331,17.407331
3330602,-239.43457,309.645,0,0,-772.595,-359.8778,84.48872,-302.79416,17.386005,17.386005
3330604,-233.46791,318.59207,0,0,-774.0191,-349.17175,85.3828,-289.76984,17.36337,17.36337
3330606,-232.70128,327.8904,0,0,-775.93164,-346.06662,90.106384,-280.02863,17.336903,17.336903
3330608,-237.2241,332.44373,0,0,-786.18896,-342.8451,86.90857,-269.74753,17.316875,17.316875
3330610,-236.56656,333.55707,0,0,-786.4301,-341.58105,87.02197,-268.12897,17.296263,17.296263
3330612,-237.4117,336.15604,0,0,-790.7019,-338.624,85.42905,-262.493,17.27983,17.27983
3330614,-233.20782,330.0278,0,0,-796.4521,-326.33414,71.642395,-258.23965,17.261515,17.261515
3330616,-225.80463,321.81128,0,0,-785.5499,-325.71967,70.39531,-269.77444,17.241337,17.241337
3330618,-218.48802,317.8407,0,0,-783.98254,-315.90506,63.183304,-268.73923,17.220259,17.220259
3330620,-205.75006,301.01465,0,0,-775.55554,-304.51642,48.6149,-280.34598,17.21112,17.21112
3330622,-208.42888,299.18732,0,0,-782.2439,-301.99533,42.588837,-277.1626,17.193272,17.193272
3330624,-206.92262,298.95935,0,0,-793.9933,-287.90274,29.490509,-264.4189,17.184673,17.184673
3330626,-209.13882,301.02127,0,0,-803.08057,-282.2631,23.730843,-255.45166,17.176249,17.176249
3330628,-213.97087,302.1033,0,0,-808.887,-283.97354,22.52449,-252.56204,17.157553,17.157553
3330630,-213.513,302.88235,0,0,-809.04474,-283.10355,22.6166,-251.4422,17.149864,17.149864
3330632,-221.67369,314.34274,0,0,-809.82983,-295.0135,37.093094,-248.09052,17.14207,17.14207
3330634,-219.25835,310.41293,0,0,-816.93665,-284.1493,25.050919,-242.16171,17.133827,17.133827
3330636,-216.68571,306.6849,0,0,-814.79504,-282.2888,22.29174,-245.202,17.122381,17.122381
3330638,-221.25467,311.17386,0,0,-819.45703,-284.73444,24.675163,-240.60223,17.111141,17.111141
3330640,-222.10718,315.31876,0,0,-825.8224,-279.69534,22.19693,-231.67606,17.102676,17.102676
3330642,-227.99896,322.22235,0,0,-831.22156,-283.4616,26.750221,-225.48987,17.093529,17.093529
3330644,-229.6352,324.53464,0,0,-827.90906,-289.31946,33.13391,-228.27649,17.085377,17.085377
3330646,-229.8636,324.34628,0,0,-838.90967,-278.67413,22.164429,-217.6,17.081497,17.081497
3330648,-229.2489,326.12878,0,0,-844.0092,-272.61838,17.973236,-210.6359,17.098854,17.098854
3330650,-229.50516,325.47836,0,0,-836.3209,-280.70532,25.354958,-219.02945,17.094915,17.094915
3330652,-228.23125,323.50317,0,0,-840.2626,-274.78192,18.886093,-215.63327,17.081266,17.081266
3330654,-228.98817,321.10666,0,0,-837.67786,-278.54413,20.195503,-220.67078,17.078402,17.078402
3330656,-228.20302,320.0707,0,0,-831.47546,-283.52512,24.981415,-227.06824,17.069597,17.069597
3330658,-229.12778,317.25217,0,0,-836.0031,-280.43607,18.980759,-225.45221,17.062426,17.062426
3330660,-229.08043,310.3921,0,0,-835.5945,-280.77103,14.016663,-231.15985,17.052444,17.052444
3330662,-233.36034,311.6915,0,0,-837.348,-285.67548,16.602837,-231.72467,17.04513,17.04513
3330664,-231.75383,312.1034,0,0,-835.2794,-285.24487,17.742188,-232.22324,17.043905,17.043905
3330666,-229.34944,306.2672,0,0,-833.7853,-282.9987,12.826675,-236.38669,17.037811,17.037811
3330668,-236.46423,313.54517,0,0,-833.3998,-294.4522,24.407104,-236.64532,17.026752,17.026752
3330670,-244.68243,320.95883,0,0,-838.38245,-302.2541,31.58319,-232.28842,17.021301,17.021301
3330672,-236.94022,310.332,0,0,-836.3574,-292.23508,19.320465,-236.55719,17.012537,17.012537
3330674,-240.71423,315.73315,0,0,-847.6029,-286.86053,15.211578,-224.04605,17.009174,17.009174
3330676,-241.20883,316.75555,0,0,-839.91504,-295.3178,24.079384,-231.3234,17.004103,17.004103
3330678,-241.02084,320.28882,0,0,-828.9585,-305.9819,37.637924,-239.38544,16.99324,16.99324
3330680,-245.19528,324.2512,0,0,-812.8401,-328.5943,60.085342,-255.66888,16.981401,16.981401
3330682,-245.06213,326.13315,0,0,-800.32416,-340.90305,73.9615,-266.61737,16.971024,16.971024
3330684,-244.04535,324.3064,0,0,-808.5261,-331.11932,63.54776,-259.0454,16.962154,16.962154
3330686,-240.4818,316.77783,0,0,-805.948,-328.15393,57.49832,-264.70767,16.942726,16.942726
3330688,-236.98395,307.97702,0,0,-797.7052,-330.95532,56.174957,-277.07516,16.933529,16.933529
3330690,-233.00081,292.27625,0,0,-801.1553,-321.30887,37.414337,-282.73923,16.915264,16.915264
3330692,-236.98715,293.11783,0,0,-820.2255,-308.43994,22.09938,-266.11502,16.934977,16.934977
3330694,-250.2366,292.96384,0,0,-831.95557,-317.32123,20.555206,-264.81042,16.980164,16.980164
3330696,-256.91653,289.87476,0,0,-823.8729,-335.79547,31.430923,-280.49164,16.967154,16.967154
3330698,-274.38965,293.02158,0,0,-838.0531,-348.797,33.289215,-277.45462,16.956722,16.956722
3330700,-276.2721,287.24402,0,0,-836.5752,-353.20328,31.737457,-284.8906,16.946447,16.946447
3330702,-273.03583,279.9513,0,0,-833.4113,-351.33273,26.711708,-291.20972,16.935017,16.935017
3330704,-272.37396,283.12738,0,0,-832.28705,-351.4274,29.79158,-289.34875,16.918074,16.918074
3330706,-258.42334,280.40723,0,0,-829.0215,-332.9909,20.090355,-283.8791,16.907642,16.907642
3330708,-242.2373,276.30554,0,0,-821.9324,-314.90045,11.399307,-281.56876,16.895615,16.895615
3330710,-233.28033,274.6786,0,0,-810.4515,-312.44757,14.647842,-287.34827,16.88499,16.88499
3330712,-237.40173,279.63135,0,0,-814.10913,-315.2013,18.048248,-283.04395,16.879032,16.879032
3330714,-241.95085,285.81128,0,0,-824.5685,-311.81873,15.934135,-271.3161,16.862803,16.862803
3330716,-245.37389,290.7271,0,0,-822.71814,-318.99402,24.270554,-272.00528,16.854385,16.854385
3330718,-252.18341,295.12796,0,0,-829.552,-322.75327,26.156288,-267.04495,16.840776,16.840776
3330720,-242.62784,288.4526,0,0,-821.1316,-316.30878,21.952095,-273.22513,16.831923,16.831923
3330722,-240.20984,288.22778,0,0,-810.3762,-323.30255,30.651749,-282.27457,16.83022,16.83022
3330724,-239.75697,285.15314,0,0,-814.2776,-318.69672,24.00666,-280.41248,16.809288,16.809288
3330726,-240.35759,284.75803,0,0,-819.5746,-314.33405,18.869507,-275.88995,16.79645,16.79645
3330728,-242.80363,289.43945,0,0,-825.7108,-312.00296,18.277122,-268.01498,16.782011,16.782011
3330730,-249.72911,294.61166,0,0,-828.68713,-319.80014,24.710594,-266.40237,16.770672,16.770672
3330732,-252.8528,291.7525,0,0,-824.0487,-329.29797,29.55484,-275.69446,16.756477,16.756477
3330734,-253.2964,293.53665,0,0,-821.14624,-332.8905,34.19005,-277.5542,16.745096,16.745096
3330736,-254.56494,302.86502,0,0,-822.26263,-333.74747,41.316116,-270.1687,16.72928,16.72928
3330738,-252.8194,307.23914,0,0,-805.918,-347.37665,59.705276,-281.75336,16.723179,16.723179
3330740,-254.77986,305.3322,0,0,-795.39197,-360.95245,70.272964,-295.28754,16.703398,16.703398
3330742,-253.58342,303.7164,0,0,-787.31506,-367.16815,76.162445,-303.6906,16.684362,16.684362
3330744,-255.51857,304.83426,0,0,-787.3026,-370.19098,78.54961,-304.3388,16.674345,16.674345
3330746,-248.24371,294.10205,0,0,-783.26117,-362.9154,68.58482,-311.06943,16.65967,16.65967
3330748,-247.54346,290.88623,0,0,-783.5102,-361.5771,65.28984,-312.77707,16.641293,16.641293
3330750,-251.73091,290.35876,0,0,-792.46216,-359.13922,59.184647,-307.49243,16.633802,16.633802
3330752,-257.31,295.27316,0,0,-805.55334,-354.72705,54.255463,-294.9182,16.619373,16.619373
3330754,-265.99966,301.42902,0,0,-800.4359,-373.36243,70.91998,-302.00647,16.603842,16.603842
3330756,-268.0768,302.71964,0,0,-792.15125,-384.87845,81.82425,-310.90298,16.588017,16.588017
3330758,-258.1549,308.60022,0,0,-774.01385,-387.58093,96.81818,-316.7489,16.568384,16.568384
3330760,-251.96178,317.57764,0,0,-762.27704,-389.68347,110.72064,-316.6858,16.545475,16.545475
3330762,-252.39188,326.4167,0,0,-759.12854,-393.5011,121.07887,-313.29367,16.52339,16.52339
3330764,-248.67865,329.38873,0,0,-764.2748,-382.5784,115.356094,-302.9475,16.50367,16.50367
3330766,-253.34126,336.31873,0,0,-768.83246,-385.27405,119.8154,-296.62622,16.486908,16.486908
3330768,-246.52754,336.8684,0,0,-760.3691,-383.1378,123.406494,-299.36224,16.463676,16.463676
3330770,-242.24574,336.96875,0,0,-753.83594,-383.01,126.687225,-302.48685,16.437359,16.437359
3330772,-243.31505,332.72214,0,0,-754.1387,-384.37076,123.91315,-306.31897,16.414469,16.414469
3330774,-251.20915,336.35837,0,0,-755.5393,-395.25043,131.48099,-308.23016,16.397137,16.397137
3330776,-254.07101,338.19647,0,0,-761.1306,-394.11115,129.54541,-303.43515,16.372515,16.372515
3330778,-250.76813,330.8616,0,0,-751.6892,-398.41443,130.71252,-316.0127,16.35371,16.35371
3330780,-252.1192,330.1281,0,0,-749.9698,-402.23566,132.91234,-319.35355,16.33472,16.33472
3330782,-249.54747,324.56094,0,0,-755.56433,-392.64038,120.9872,-316.08884,16.31155,16.31155
3330784,-253.93265,323.03632,0,0,-752.77094,-402.25555,126.005615,-323.47903,16.291023,16.291023
3330786,-250.27808,317.26245,0,0,-756.2833,-393.05798,115.15962,-321.61505,16.269447,16.269447
3330788,-249.68039,316.13373,0,0,-761.61633,-386.79517,108.48372,-316.69507,16.251865,16.251865
3330790,-257.92197,323.54935,0,0,-772.83105,-388.4014,109.447525,-306.12286,16.234255,16.234255
3330792,-258.81583,327.94788,0,0,-777.29724,-385.32574,109.09784,-298.93066,16.21463,16.21463
3330794,-254.95007,327.26764,0,0,-773.11725,-383.492,109.74187,-300.6329,16.19656,16.19656
3330796,-242.50523,317.68423,0,0,-769.5184,-367.73126,96.2068,-302.0061,16.23486,16.23486
3330798,-237.90617,320.28116,0,0,-765.6523,-364.44287,98.515564,-300.27502,16.221233,16.221233
3330800,-238.13774,320.91205,0,0,-780.86414,-349.59125,83.97456,-284.7526,16.20869,16.20869
3330802,-242.98679,323.8565,0,0,-791.6096,-346.3891,79.290955,-275.4885,16.20079,16.20079
3330804,-242.07231,319.40427,0,0,-794.4347,-342.14148,72.291626,-275.41522,16.196028,16.196028
3330806,-241.79556,317.07608,0,0,-790.18286,-345.96277,74.51729,-281.26266,16.185944,16.185944
3330808,-240.72392,319.20602,0,0,-798.2134,-336.26517,67.30992,-270.74188,16.178717,16.178717
3330810,-236.48506,318.91428,0,0,-799.4437,-328.44067,62.555573,-266.44138,16.1734,16.1734
3330812,-241.79008,325.0503,0,0,-802.3462,-333.7909,68.552155,-262.89255,16.169092,16.169092
3330814,-239.88644,324.5259,0,0,-793.41064,-339.76514,75.59918,-270.75534,16.158329,16.158329
3330816,-245.30144,325.60077,0,0,-807.3921,-334.20734,66.66556,-260.14966,16.162678,16.162678
3330818,-247.42372,330.3254,0,0,-814.6544,-330.24655,64.72893,-250.86322,16.159605,16.159605
3330820,-248.2384,332.40646,0,0,-802.98956,-343.17877,78.646164,-261.54303,16.157473,16.157473
3330822,-244.53288,324.87445,0,0,-786.44556,-353.9583,86.44939,-281.06332,16.156305,16.156305
3330824,-252.92255,329.95163,0,0,-797.38245,-356.0727,85.987274,-272.70297,16.154934,16.154934
3330826,-252.85127,326.54938,0,0,-801.35986,-351.98444,79.30812,-271.3165,16.152828,16.152828
3330828,-248.24738,317.8934,0,0,-798.57385,-347.6084,71.78029,-277.2542,16.146292,16.146292
3330830,-243.5174,311.43222,0,0,-792.03705,-346.7871,69.61244,-285.13763,16.14381,16.14381
3330832,-247.57555,312.17767,0,0,-792.3848,-352.75232,73.00099,-287.36652,16.143044,16.143044
3330834,-249.84131,310.4121,0,0,-788.947,-359.71478,76.827805,-293.9399,16.141752,16.141752
3330836,-251.22357,311.1394,0,0,-791.2987,-359.51343,76.117004,-292.09766,16.142359,16.142359
3330838,-250.84184,310.90662,0,0,-788.7702,-361.44812,78.16756,-294.51035,16.144056,16.144056
3330840,-251.25702,316.47836,0,0,-780.0519,-370.8123,91.5426,-299.21777,16.14797,16.14797
3330842,-246.21222,316.22064,0,0,-778.44116,-364.57516,89.028946,-297.10507,16.151154,16.151154
3330844,-238.38663,310.18585,0,0,-786.0519,-344.79068,70.637375,-288.1014,16.242838,16.242838
3330846,-234.3776,309.54907,0,0,-781.5885,-343.01746,71.48715,-289.9418,16.244007,16.244007
3330848,-231.53874,307.12897,0,0,-773.1533,-347.03644,75.83186,-298.0513,16.24311,16.24311
3330850,-234.9936,313.095,0,0,-777.9791,-347.58514,78.33377,-291.27228,16.252218,16.252218
3330852,-237.52377,311.9058,0,0,-780.57214,-348.9281,76.78375,-291.5722,16.25794,16.25794
3330854,-236.83105,308.87772,0,0,-787.1632,-341.25943,67.298584,-286.79764,16.264193,16.264193
3330856,-240.05035,312.4381,0,0,-791.9992,-341.43152,67.73598,-281.69635,16.270973,16.270973
3330858,-242.06401,318.71924,0,0,-788.5642,-347.99902,77.6228,-281.812,16.280428,16.280428
3330860,-241.96346,322.67365,0,0,-792.187,-344.21973,76.99754,-275.03513,16.287037,16.287037
3330862,-239.94324,326.61172,0,0,-788.1333,-345.1308,82.54306,-274.45444,16.290804,16.290804
3330864,-238.47012,330.41788,0,0,-787.0448,-343.92767,85.44624,-271.43665,16.298,16.298
3330866,-240.21391,337.29742,0,0,-801.66455,-332.02063,77.53386,-252.8222,16.308153,16.308153
3330868,-238.13821,337.85532,0,0,-801.3875,-329.0686,76.630295,-251.05078,16.31582,16.31582
3330870,-232.54747,331.70013,0,0,-796.81964,-324.93933,72.062,-256.05768,16.330364,16.330364
3330872,-227.5196,321.81964,0,0,-804.4756,-309.46185,52.81006,-252.17621,16.3384,16.3384
3330874,-225.01105,314.19455,0,0,-812.67456,-297.36044,36.728943,-247.95694,16.344181,16.344181
3330876,-225.52048,307.08215,0,0,-814.51965,-296.30786,29.747955,-252.04025,16.360716,16.360716
3330878,-234.71202,306.75073,0,0,-826.6664,-298.45984,24.492805,-247.30063,16.371569,16.371569
3330880,-237.36436,305.3078,0,0,-840.6436,-288.60867,11.456253,-236.50879,16.388548,16.388548
3330882,-247.90515,305.2396,0,0,-855.8451,-289.8048,4.4005356,-229.55914,16.404207,16.404207
3330884,-254.7056,298.58725,0,0,-860.3047,-295.9242,0.056114197,-235.56335,16.421146,16.421146
3330886,-255.5278,294.3853,0,0,-857.2948,-300.2132,0.43723297,-242.48117,16.438747,16.438747
3330888,-255.98386,298.753,0,0,-860.6915,-297.5259,0.7924881,-236.0419,16.449617,16.449617
3330890,-259.92313,303.6415,0,0,-864.54785,-299.79767,3.802597,-231.44727,16.472069,16.472069
3330892,-258.93057,297.90866,0,0,-861.29364,-301.50778,1.8256302,-238.38849,16.488773,16.488773
3330894,-262.093,295.74252,0,0,-860.2815,-307.43954,3.6127472,-243.54535,16.50106,16.50106
3330896,-268.82516,301.72882,0,0,-860.75146,-317.44235,13.035393,-243.65552,16.51551,16.51551
3330898,-271.26654,306.3962,0,0,-854.3114,-327.68033,25.004784,-248.36414,16.531992,16.531992
3330900,-274.8211,304.97482,0,0,-844.8557,-342.66565,36.11972,-261.69025,16.537033,16.537033
3330902,-275.2083,306.58417,0,0,-845.7997,-342.32394,36.728653,-259.79562,16.621796,16.621796
3330904,-280.67645,309.77957,0,0,-859.161,-337.46906,30.105972,-248.20206,16.734432,16.734432
3330906,-285.1121,311.79788,0,0,-855.3911,-348.13922,38.89592,-253.85223,16.741179,16.741179
3330908,-284.81238,306.8858,0,0,-839.4863,-363.57776,50.746872,-273.34457,16.749975,16.749975
3330910,-276.9783,296.79898,0,0,-817.92065,-372.95645,58.373306,-296.66248,16.760406,16.760406
3330912,-277.2688,296.5492,0,0,-812.63135,-378.6977,63.694305,-302.37204,16.766047,16.766047
3330914,-275.13336,285.77625,0,0,-822.29456,-365.71252,43.990723,-299.42725,16.77053,16.77053
3330916,-274.13144,285.1206,0,0,-821.037,-365.41147,43.95906,-300.41547,16.77076,16.77076
3330918,-262.00998,281.8674,0,0,-785.7884,-381.80347,67.24893,-328.76614,16.767097,16.767097
3330920,-258.20627,283.85403,0,0,-770.51746,-391.15723,81.10654,-339.5333,16.76725,16.76725
3330922,-256.7076,289.42468,0,0,-763.009,-396.33435,91.78226,-341.54315,16.766346,16.766346
3330924,-255.45139,292.82602,0,0,-764.9396,-392.4495,91.52014,-335.98975,16.76274,16.76274
3330926,-255.91998,299.24295,0,0,-771.84973,-386.2683,89.96564,-324.45288,16.758064,16.758064
3330928,-259.3024,308.718,0,0,-774.4609,-388.91904,97.35533,-317.10284,16.756737,16.756737
3330930,-259.98602,310.46307,0,0,-781.9408,-382.5025,91.76445,-308.79724,16.75281,16.75281
3330932,-263.80804,314.03836,0,0,-796.86426,-373.52475,82.59479,-294.06573,16.75484,16.75484
3330934,-270.72916,312.49203,0,0,-804.8898,-376.2659,78.7498,-292.62628,16.758152,16.758152
3330936,-276.66278,313.8459,0,0,-803.7571,-386.6292,85.55087,-297.32126,16.760813,16.760813
3330938,-280.50858,316.38156,0,0,-799.7429,-396.62604,94.5287,-302.35446,16.764286,16.764286
3330940,-280.1763,318.10147,0,0,-801.06757,-394.7845,94.283325,-299.4336,16.763285,16.763285
3330942,-280.16245,321.23096,0,0,-801.669,-394.1615,96.10527,-296.38718,16.760122,16.760122
3330944,-276.1711,317.86087,0,0,-794.01276,-395.6087,98.03569,-303.56024,16.761042,16.761042
3330946,-280.43073,322.74503,0,0,-799.5762,-396.67166,99.58449,-297.51102,16.755627,16.755627
3330948,-279.3201,320.2662,0,0,-802.9814,-391.53873,93.387314,-295.17,16.751928,16.751928
3330950,-279.60434,317.83862,0,0,-807.7449,-387.21747,86.95674,-292.51587,16.966488,16.966488
3330952,-279.97855,313.78906,0,0,-809.97546,-385.56894,81.867355,-293.72614,16.971098,16.971098
3330954,-284.49814,319.55536,0,0,-813.11163,-389.4636,86.731705,-289.62027,16.970547,16.970547
3330956,-284.35074,313.9428,0,0,-810.60474,-391.74118,84.75841,-296.37802,16.96978,16.96978
3330958,-286.2986,314.87622,0,0,-810.4376,-394.93848,87.16664,-297.33423,16.971878,16.971878
3330960,-287.27145,316.44086,0,0,-808.4414,-398.44806,91.136536,-298.8701,16.966063,16.966063
3330962,-290.68185,322.44113,0,0,-807.3529,-404.84186,99.544815,-297.94412,16.964912,16.964912
3330964,-290.4065,328.98596,0,0,-794.7466,-417.01996,117.027725,-305.24567,16.96549,16.96549
3330966,-283.54004,332.5697,0,0,-777.3687,-423.7161,131.85222,-314.49518,16.956614,16.956614
3330968,-282.8617,340.75476,0,0,-781.96985,-418.0597,133.08995,-302.99994,16.947456,16.947456
3330970,-280.565,348.37506,0,0,-781.5675,-414.88928,137.6331,-295.6887,16.946571,16.946571
3330972,-270.1538,342.07086,0,0,-774.31134,-405.94934,131.88768,-299.7503,16.944572,16.944572
3330974,-271.51328,337.71094,0,0,-777.3699,-405.00568,126.49539,-301.14044,16.929039,16.929039
3330976,-268.01303,333.5913,0,0,-773.81866,-403.11176,124.11969,-305.1734,16.926287,16.926287
